category,vehicle_id,view_index,condition,severity,source_png,web_jpg,width,height,jpeg_quality,bytes
recovered,26165,2,motion_blur,0.8,recovered/vehicle_26165/view_02_026165_001.png,web/motion_blur/recovered/vehicle_26165/view_02.jpg,145,104,95,3920
recovered,26165,2,sensor_noise,0.6,recovered/vehicle_26165/view_02_026165_001.png,web/sensor_noise/recovered/vehicle_26165/view_02.jpg,145,104,95,14232
recovered,26165,3,clean,0.0,recovered/vehicle_26165/view_03_026165_002.png,web/clean/recovered/vehicle_26165/view_03.jpg,140,104,95,4809
recovered,26165,3,illumination,1.0,recovered/vehicle_26165/view_03_026165_002.png,web/illumination/recovered/vehicle_26165/view_03.jpg,140,104,95,3330
recovered,26165,3,motion_blur,0.8,recovered/vehicle_26165/view_03_026165_002.png,web/motion_blur/recovered/vehicle_26165/view_03.jpg,140,104,95,3930
recovered,26165,3,sensor_noise,0.6,recovered/vehicle_26165/view_03_026165_002.png,web/sensor_noise/recovered/vehicle_26165/view_03.jpg,140,104,95,13878
recovered,26165,4,clean,0.0,recovered/vehicle_26165/view_04_026165_003.png,web/clean/recovered/vehicle_26165/view_04.jpg,133,102,95,4585
recovered,26165,4,illumination,1.0,recovered/vehicle_26165/view_04_026165_003.png,web/illumination/recovered/vehicle_26165/view_04.jpg,133,102,95,3172
recovered,26165,4,motion_blur,0.8,recovered/vehicle_26165/view_04_026165_003.png,web/motion_blur/recovered/vehicle_26165/view_04.jpg,133,102,95,3712
recovered,26165,4,sensor_noise,0.6,recovered/vehicle_26165/view_04_026165_003.png,web/sensor_noise/recovered/vehicle_26165/view_04.jpg,133,102,95,13340
recovered,26772,1,clean,0.0,recovered/vehicle_26772/view_01_026772_000.png,web/clean/recovered/vehicle_26772/view_01.jpg,147,132,95,7265
recovered,26772,1,illumination,1.0,recovered/vehicle_26772/view_01_026772_000.png,web/illumination/recovered/vehicle_26772/view_01.jpg,147,132,95,6108
recovered,26772,1,motion_blur,0.8,recovered/vehicle_26772/view_01_026772_000.png,web/motion_blur/recovered/vehicle_26772/view_01.jpg,147,132,95,6107
recovered,26772,1,sensor_noise,0.6,recovered/vehicle_26772/view_01_026772_000.png,web/sensor_noise/recovered/vehicle_26772/view_01.jpg,147,132,95,19425
recovered,26772,2,clean,0.0,recovered/vehicle_26772/view_02_026772_001.png,web/clean/recovered/vehicle_26772/view_02.jpg,158,142,95,8349
recovered,26772,2,illumination,1.0,recovered/vehicle_26772/view_02_026772_001.png,web/illumination/recovered/vehicle_26772/view_02.jpg,158,142,95,6923
recovered,26772,2,motion_blur,0.8,recovered/vehicle_26772/view_02_026772_001.png,web/motion_blur/recovered/vehicle_26772/view_02.jpg,158,142,95,6770
recovered,26772,2,sensor_noise,0.6,recovered/vehicle_26772/view_02_026772_001.png,web/sensor_noise/recovered/vehicle_26772/view_02.jpg,158,142,95,21176
recovered,26772,3,clean,0.0,recovered/vehicle_26772/view_03_026772_002.png,web/clean/recovered/vehicle_26772/view_03.jpg,167,149,95,9256
recovered,26772,3,illumination,1.0,recovered/vehicle_26772/view_03_026772_002.png,web/illumination/recovered/vehicle_26772/view_03.jpg,167,149,95,7581
recovered,26772,3,motion_blur,0.8,recovered/vehicle_26772/view_03_026772_002.png,web/motion_blur/recovered/vehicle_26772/view_03.jpg,167,149,95,7392
recovered,26772,3,sensor_noise,0.6,recovered/vehicle_26772/view_03_026772_002.png,web/sensor_noise/recovered/vehicle_26772/view_03.jpg,167,149,95,23941
recovered,26772,4,clean,0.0,recovered/vehicle_26772/view_04_026772_003.png,web/clean/recovered/vehicle_26772/view_04.jpg,178,156,95,10115
recovered,26772,4,illumination,1.0,recovered/vehicle_26772/view_04_026772_003.png,web/illumination/recovered/vehicle_26772/view_04.jpg,178,156,95,8286
recovered,26772,4,motion_blur,0.8,recovered/vehicle_26772/view_04_026772_003.png,web/motion_blur/recovered/vehicle_26772/view_04.jpg,178,156,95,8236
recovered,26772,4,sensor_noise,0.6,recovered/vehicle_26772/view_04_026772_003.png,web/sensor_noise/recovered/vehicle_26772/view_04.jpg,178,156,95,26820
