sample_id,label,pred,confidence,E_drift,drift_type,severity,struct_drift,w_1,w_2,w_3,w_4,view_mask_1,view_mask_2,view_mask_3,view_mask_4
3101,1,1,0.9999983310699463,9.701858289190568e-06,normal,0.0,0.0,0.8988491892814636,0.0667649656534195,0.03438584506511688,0.0,1,1,1,0
3102,4,4,0.9998719692230225,0.0005428622243925929,normal,0.0,0.0,0.04671333357691765,0.8705083727836609,0.08277826011180878,0.0,1,1,1,0
3103,2,2,0.9926663041114807,0.01574649289250374,normal,0.0,0.0,0.6512396931648254,0.010087290778756142,0.33867302536964417,0.0,1,1,1,0
3104,0,0,0.9998807907104492,0.0004524478572420776,normal,0.0,0.0,0.33635213971138,0.5968224406242371,0.06682541966438293,0.0,1,1,1,0
3105,7,7,0.9999409914016724,0.0002548606425989419,normal,0.0,0.0,0.00011007304419763386,0.0011352859437465668,0.998754620552063,0.0,1,1,1,0
3106,0,0,0.9997661709785461,0.0008336676401086152,normal,0.0,0.0,0.3303157389163971,0.5922132730484009,0.07747100293636322,0.0,1,1,1,0
3107,1,1,0.999998927116394,6.285829840635415e-06,normal,0.0,0.0,0.769646406173706,0.07854288816452026,0.1518106907606125,0.0,1,1,1,0
3108,1,1,0.9999995231628418,2.9904849725426175e-06,normal,0.0,0.0,0.974340558052063,0.009639937430620193,0.01601947844028473,0.0,1,1,1,0
3109,1,1,0.9999194145202637,0.00034412433160468936,normal,0.0,0.0,0.3832339346408844,0.24370898306369781,0.373057097196579,0.0,1,1,1,0
3110,1,1,0.9999996423721313,3.1143592877924675e-06,normal,0.0,0.0,0.8273706436157227,0.0932687297463417,0.07936067879199982,0.0,1,1,1,0
3111,1,1,0.9999959468841553,2.0484150809352286e-05,normal,0.0,0.0,0.14927999675273895,0.7250931262969971,0.12562692165374756,0.0,1,1,1,0
3112,1,1,0.9999996423721313,2.691988129299716e-06,normal,0.0,0.0,0.541961669921875,0.22006067633628845,0.23797768354415894,0.0,1,1,1,0
3113,1,1,0.9999994039535522,4.2927581489493605e-06,normal,0.0,0.0,0.5499162077903748,0.21853037178516388,0.23155349493026733,0.0,1,1,1,0
3114,0,0,0.999994158744812,3.068145815632306e-05,normal,0.0,0.0,0.016814041882753372,0.2671734392642975,0.7160124778747559,0.0,1,1,1,0
3115,1,1,0.9999940395355225,3.1951003620633855e-05,normal,0.0,0.0,0.21572920680046082,0.27148592472076416,0.5127848386764526,0.0,1,1,1,0
3116,1,1,0.9999992847442627,4.206759513181169e-06,normal,0.0,0.0,0.9605460166931152,0.0023406411055475473,0.03711336851119995,0.0,1,1,1,0
3117,5,5,0.9996980428695679,0.0010315760737285018,normal,0.0,0.0,0.47152093052864075,0.016615629196166992,0.5118634104728699,0.0,1,1,1,0
3118,1,1,0.9999969005584717,1.748837712511886e-05,normal,0.0,0.0,0.09691223502159119,0.030184384435415268,0.8729034066200256,0.0,1,1,1,0
3119,9,9,0.8506844639778137,0.18987645208835602,normal,0.0,0.0,0.609916627407074,0.29004207253456116,0.10004126280546188,0.0,1,1,1,0
3120,1,1,0.9999997615814209,1.3797881592836347e-06,normal,0.0,0.0,0.9442777633666992,9.99999993922529e-09,0.05572221800684929,0.0,1,1,1,0
3121,7,8,0.6804948449134827,0.328275591135025,normal,0.0,0.0,0.5912586450576782,0.37360623478889465,0.03513503074645996,0.0,1,1,1,0
3122,4,4,0.9700981974601746,0.06455916911363602,normal,0.0,0.0,0.9151415228843689,0.061743706464767456,0.023114796727895737,0.0,1,1,1,0
3123,4,4,0.9999933242797852,3.4730681363726035e-05,normal,0.0,0.0,0.015891239047050476,0.009858301840722561,0.9742504358291626,0.0,1,1,1,0
3124,1,1,0.9999997615814209,1.8674128341444884e-06,normal,0.0,0.0,0.6527551412582397,0.06846930086612701,0.27877554297447205,0.0,1,1,1,0
3125,1,1,0.9999996423721313,2.918343398050638e-06,normal,0.0,0.0,0.3446894586086273,0.3047492206096649,0.35056132078170776,0.0,1,1,1,0
3126,7,7,0.9999498128890991,0.0002125339233316481,normal,0.0,0.0,7.152417674660683e-05,0.9998971819877625,3.1338437111116946e-05,0.0,1,1,1,0
3127,1,1,0.9999997615814209,2.0697914351330837e-06,normal,0.0,0.0,0.061646632850170135,0.24091355502605438,0.6974398493766785,0.0,1,1,1,0
3128,4,2,0.34081751108169556,0.5142395496368408,normal,0.0,0.0,0.5584014654159546,0.21484272181987762,0.2267557978630066,0.0,1,1,1,0
3129,1,1,0.999998927116394,5.794579465145944e-06,normal,0.0,0.0,0.5477649569511414,9.99999993922529e-09,0.45223507285118103,0.0,1,1,1,0
3130,1,1,0.9999996423721313,2.273094196425518e-06,normal,0.0,0.0,0.6626594662666321,0.23508353531360626,0.10225698351860046,0.0,1,1,1,0
3131,7,7,0.999996542930603,1.878902367025148e-05,normal,0.0,0.0,0.004096805118024349,0.00034341542050242424,0.9955597519874573,0.0,1,1,1,0
3132,1,1,0.9999973773956299,1.5187803910521325e-05,normal,0.0,0.0,0.5541097521781921,0.2905980348587036,0.15529224276542664,0.0,1,1,1,0
3133,1,1,0.9989414811134338,0.0033324959222227335,normal,0.0,0.0,0.13986383378505707,0.7143591046333313,0.14577698707580566,0.0,1,1,1,0
3134,1,1,0.9980905652046204,0.005500056780874729,normal,0.0,0.0,0.9954603910446167,0.004311047960072756,0.00022857103613205254,0.0,1,1,1,0
3135,1,1,0.9999749660491943,0.00011960651318076998,normal,0.0,0.0,0.49825096130371094,0.17910082638263702,0.32264822721481323,0.0,1,1,1,0
3136,1,1,0.9999991655349731,5.146965577296214e-06,normal,0.0,0.0,0.3148869574069977,0.1257566511631012,0.5593563914299011,0.0,1,1,1,0
3137,1,1,0.9999994039535522,3.847378138743807e-06,normal,0.0,0.0,0.7926146388053894,0.013716732151806355,0.1936686784029007,0.0,1,1,1,0
3138,1,1,0.9999982118606567,1.0567258868832141e-05,normal,0.0,0.0,0.9246038794517517,0.04144434630870819,0.03395184874534607,0.0,1,1,1,0
3139,1,1,0.9999996423721313,2.242340997327119e-06,normal,0.0,0.0,1.0,9.99999993922529e-09,9.99999993922529e-09,0.0,1,1,1,0
3140,1,1,0.9999452829360962,0.00024177705927286297,normal,0.0,0.0,0.6422041654586792,0.10164842009544373,0.25614744424819946,0.0,1,1,1,0
3141,1,1,0.999998927116394,7.009294222370954e-06,normal,0.0,0.0,0.6733443737030029,0.12607116997241974,0.20058445632457733,0.0,1,1,1,0
3142,1,1,0.9999991655349731,5.025177870265907e-06,normal,0.0,0.0,0.5876221656799316,0.21342401206493378,0.19895383715629578,0.0,1,1,1,0
3143,1,1,0.9999992847442627,5.0493626986281015e-06,normal,0.0,0.0,0.731372594833374,0.18619675934314728,0.08243066817522049,0.0,1,1,1,0
3144,1,1,0.9999974966049194,1.443802011635853e-05,normal,0.0,0.0,0.2237434685230255,0.09241749346256256,0.6838390231132507,0.0,1,1,1,0
3145,0,0,0.9998027682304382,0.0007628821767866611,normal,0.0,0.0,0.0027274782769382,0.996494472026825,0.0007780668674968183,0.0,1,1,1,0
3146,1,1,0.9999988079071045,7.263625775522087e-06,normal,0.0,0.0,0.48550400137901306,0.2376108467578888,0.27688515186309814,0.0,1,1,1,0
3147,1,1,0.9999586343765259,0.0001834198774304241,normal,0.0,0.0,0.6364498138427734,0.03264661878347397,0.3309035301208496,0.0,1,1,1,0
3148,1,1,0.9999992847442627,4.476967205846449e-06,normal,0.0,0.0,0.5236606597900391,0.3648821711540222,0.11145716905593872,0.0,1,1,1,0
3149,1,1,0.9999994039535522,3.631766503531253e-06,normal,0.0,0.0,0.5202286243438721,0.03399280458688736,0.4457785487174988,0.0,1,1,1,0
3150,1,1,0.999997615814209,1.3357412171899341e-05,normal,0.0,0.0,0.0814470574259758,0.06159239262342453,0.8569605350494385,0.0,1,1,1,0
3151,1,1,0.9999988079071045,6.969487003516406e-06,normal,0.0,0.0,0.48442646861076355,0.19836798310279846,0.3172055184841156,0.0,1,1,1,0
3152,1,1,0.9999998807907104,1.3936103187006665e-06,normal,0.0,0.0,0.8041262030601501,0.17533275485038757,0.020541001111268997,0.0,1,1,1,0
3153,1,1,0.9999991655349731,4.664833340939367e-06,normal,0.0,0.0,0.17739704251289368,0.03595321625471115,0.7866497039794922,0.0,1,1,1,0
3154,5,5,0.9899103045463562,0.021649014204740524,normal,0.0,0.0,0.051352888345718384,0.917293906211853,0.0313531756401062,0.0,1,1,1,0
3155,2,2,0.9885596632957458,0.023014264181256294,normal,0.0,0.0,0.9771726727485657,0.0007254451047629118,0.022101841866970062,0.0,1,1,1,0
3156,1,1,0.9999995231628418,3.2159596230485477e-06,normal,0.0,0.0,0.19006016850471497,0.21641221642494202,0.5935275554656982,0.0,1,1,1,0
3157,1,1,0.9999984502792358,8.965686902229208e-06,normal,0.0,0.0,0.5053082704544067,0.1791541427373886,0.31553760170936584,0.0,1,1,1,0
3158,1,1,0.9999988079071045,7.551611815870274e-06,normal,0.0,0.0,0.28192028403282166,0.43586528301239014,0.282214492559433,0.0,1,1,1,0
3159,1,1,0.9999878406524658,5.9581852838164195e-05,normal,0.0,0.0,0.7931245565414429,0.11909012496471405,0.08778540045022964,0.0,1,1,1,0
3160,1,1,0.9999951124191284,2.548915108491201e-05,normal,0.0,0.0,0.1418067067861557,0.5022974014282227,0.35589587688446045,0.0,1,1,1,0
3161,1,1,0.999998927116394,6.5915742197830696e-06,normal,0.0,0.0,0.30970609188079834,0.21990378201007843,0.47039011120796204,0.0,1,1,1,0
3162,1,1,0.9999997615814209,1.8457435544405598e-06,normal,0.0,0.0,0.8801283240318298,9.99999993922529e-09,0.11987165361642838,0.0,1,1,1,0
3163,1,1,0.9999979734420776,1.1725545846275054e-05,normal,0.0,0.0,0.9667004942893982,0.01029646024107933,0.023002995178103447,0.0,1,1,1,0
3164,1,1,0.9999982118606567,9.753300219017547e-06,normal,0.0,0.0,0.062979556620121,0.5990715622901917,0.33794888854026794,0.0,1,1,1,0
3165,1,1,0.999996542930603,1.8251892470289022e-05,normal,0.0,0.0,0.859430193901062,0.016091691330075264,0.12447816133499146,0.0,1,1,1,0
3166,4,4,0.9999949932098389,2.635067176015582e-05,normal,0.0,0.0,0.9853453040122986,0.0015402433928102255,0.013114416971802711,0.0,1,1,1,0
3167,1,1,0.9999988079071045,7.189174993982306e-06,normal,0.0,0.0,0.9334936141967773,0.013050618581473827,0.05345570668578148,0.0,1,1,1,0
3168,7,7,0.9999794960021973,9.917061834130436e-05,normal,0.0,0.0,0.004156677518039942,0.004158468451350927,0.9916849136352539,0.0,1,1,1,0
3169,0,0,0.9989281296730042,0.0035816042218357325,normal,0.0,0.0,0.5059381723403931,0.3157941997051239,0.17826761305332184,0.0,1,1,1,0
3170,1,1,0.999988317489624,5.949686965323053e-05,normal,0.0,0.0,0.025991598144173622,0.013278323225677013,0.9607300758361816,0.0,1,1,1,0
3171,1,1,0.9999997615814209,1.8801597434503492e-06,normal,0.0,0.0,1.0,9.99999993922529e-09,9.99999993922529e-09,0.0,1,1,1,0
3172,5,5,0.9639514088630676,0.06862226873636246,normal,0.0,0.0,0.09048575162887573,0.8788025379180908,0.030711732804775238,0.0,1,1,1,0
3173,1,1,0.9999992847442627,4.719607659353642e-06,normal,0.0,0.0,0.7089313268661499,0.07840639352798462,0.21266227960586548,0.0,1,1,1,0
3174,1,1,0.9999877214431763,6.009653225191869e-05,normal,0.0,0.0,0.7091119289398193,0.2151869833469391,0.07570108771324158,0.0,1,1,1,0
3175,0,0,0.9999994039535522,3.7672111830033828e-06,normal,0.0,0.0,0.995145857334137,0.004854106344282627,9.99999993922529e-09,0.0,1,1,1,0
3176,1,1,0.9999994039535522,3.732332515937742e-06,normal,0.0,0.0,0.660439133644104,9.99999993922529e-09,0.339560866355896,0.0,1,1,1,0
3177,1,1,0.9999994039535522,3.416606205064454e-06,normal,0.0,0.0,0.135122150182724,9.99999993922529e-09,0.8648778200149536,0.0,1,1,1,0
3178,0,0,0.9999972581863403,1.5398029063362628e-05,normal,0.0,0.0,0.08241196721792221,0.4579344093799591,0.4596536457538605,0.0,1,1,1,0
3179,1,1,0.9999996423721313,2.319970690223272e-06,normal,0.0,0.0,0.8095042109489441,0.13188421726226807,0.05861158296465874,0.0,1,1,1,0
3180,1,1,0.9999990463256836,6.1278869907255284e-06,normal,0.0,0.0,0.6650203466415405,0.22722876071929932,0.10775086283683777,0.0,1,1,1,0
3181,1,1,0.9999923706054688,3.927469879272394e-05,normal,0.0,0.0,0.3321724832057953,0.10550699383020401,0.5623205304145813,0.0,1,1,1,0
3182,1,1,0.9999996423721313,2.581872649898287e-06,normal,0.0,0.0,0.3740905225276947,0.17098069190979004,0.45492881536483765,0.0,1,1,1,0
3183,10,10,0.8774384260177612,0.1660410761833191,normal,0.0,0.0,0.4350963830947876,0.42313486337661743,0.14176873862743378,0.0,1,1,1,0
3184,1,1,0.9999991655349731,5.773313205281738e-06,normal,0.0,0.0,0.8790859580039978,0.06760023534297943,0.05331386253237724,0.0,1,1,1,0
3185,5,5,0.9999852180480957,7.52643245505169e-05,normal,0.0,0.0,0.012671055272221565,0.9815218448638916,0.0058071003295481205,0.0,1,1,1,0
3186,2,2,0.982722282409668,0.0380389429628849,normal,0.0,0.0,0.6091393828392029,0.3456306457519531,0.04523003473877907,0.0,1,1,1,0
3187,5,5,0.9982287287712097,0.0054931542836129665,normal,0.0,0.0,0.4015273153781891,0.46417364478111267,0.13429898023605347,0.0,1,1,1,0
3188,1,1,0.9999971389770508,1.6196923752431758e-05,normal,0.0,0.0,0.537708044052124,0.2478918880224228,0.21440006792545319,0.0,1,1,1,0
3189,1,1,0.9999980926513672,1.0505790669412818e-05,normal,0.0,0.0,0.9688183069229126,0.006544878240674734,0.024636773392558098,0.0,1,1,1,0
3190,1,1,0.9999984502792358,9.189917363983113e-06,normal,0.0,0.0,0.11555097997188568,0.32193273305892944,0.5625163316726685,0.0,1,1,1,0
3191,1,1,0.9999994039535522,4.2307315197831485e-06,normal,0.0,0.0,0.258861243724823,0.26360392570495605,0.47753477096557617,0.0,1,1,1,0
3192,1,1,0.9999995231628418,2.5232893676729873e-06,normal,0.0,0.0,0.9542989134788513,0.045701079070568085,9.99999993922529e-09,0.0,1,1,1,0
3193,1,1,0.9999896287918091,5.2885116019751877e-05,normal,0.0,0.0,0.527347207069397,0.38798993825912476,0.08466283977031708,0.0,1,1,1,0
3194,1,1,0.9999995231628418,2.265122930111829e-06,normal,0.0,0.0,9.99999993922529e-09,1.0,9.99999993922529e-09,0.0,1,1,1,0
3195,2,2,0.9899521470069885,0.02465590462088585,normal,0.0,0.0,0.7712733149528503,0.14637696743011475,0.08234970271587372,0.0,1,1,1,0
3196,1,1,0.9999995231628418,3.3849216833914397e-06,normal,0.0,0.0,0.859368085861206,0.09746629744768143,0.04316560551524162,0.0,1,1,1,0
3197,0,0,0.9999982118606567,1.0411036782898009e-05,normal,0.0,0.0,0.18964429199695587,0.2881786823272705,0.5221770405769348,0.0,1,1,1,0
3198,1,1,0.9999973773956299,1.4498095879389439e-05,normal,0.0,0.0,0.9989389181137085,0.00029580912087112665,0.0007652499480172992,0.0,1,1,1,0
3199,1,1,0.9999994039535522,4.040461135446094e-06,normal,0.0,0.0,0.7023038864135742,0.06321976333856583,0.23447632789611816,0.0,1,1,1,0
3200,1,1,0.9999995231628418,2.9507400540751405e-06,normal,0.0,0.0,0.15311719477176666,0.8468828201293945,9.99999993922529e-09,0.0,1,1,1,0
3201,7,7,0.994998574256897,0.013668903149664402,normal,0.0,0.0,0.01311278436332941,0.10396984219551086,0.8829173445701599,0.0,1,1,1,0
3202,1,1,0.9999951124191284,2.496548040653579e-05,normal,0.0,0.0,0.9899195432662964,0.006695955991744995,0.003384564071893692,0.0,1,1,1,0
3203,4,4,0.9971267580986023,0.007508165668696165,normal,0.0,0.0,0.13378185033798218,0.517399787902832,0.3488183915615082,0.0,1,1,1,0
3204,1,1,0.9999988079071045,7.749619726382662e-06,normal,0.0,0.0,0.314029335975647,0.22079844772815704,0.46517226099967957,0.0,1,1,1,0
3205,5,5,0.9945359230041504,0.01311550009995699,normal,0.0,0.0,0.07674431055784225,0.9058482646942139,0.01740742288529873,0.0,1,1,1,0
3206,2,2,0.9955924153327942,0.010266430675983429,normal,0.0,0.0,0.017249908298254013,0.048440005630254745,0.9343100786209106,0.0,1,1,1,0
3207,1,1,0.9999994039535522,3.888819719577441e-06,normal,0.0,0.0,0.8005708456039429,0.12375441193580627,0.07567479461431503,0.0,1,1,1,0
3208,1,1,0.9999996423721313,2.7375122044759337e-06,normal,0.0,0.0,0.7768014669418335,0.073088139295578,0.15011034905910492,0.0,1,1,1,0
3209,0,0,0.9999963045120239,2.058987411146518e-05,normal,0.0,0.0,0.09687463939189911,0.5462778210639954,0.35684752464294434,0.0,1,1,1,0
3210,1,1,0.9999988079071045,7.1191147981153335e-06,normal,0.0,0.0,0.32461246848106384,0.3048202097415924,0.37056735157966614,0.0,1,1,1,0
3211,1,1,0.9999996423721313,2.5505764824629296e-06,normal,0.0,0.0,0.7049805521965027,0.08828573673963547,0.20673377811908722,0.0,1,1,1,0
3212,2,2,0.8212907910346985,0.24727970361709595,normal,0.0,0.0,0.5251175165176392,0.07230861485004425,0.402573823928833,0.0,1,1,1,0
3213,4,4,0.9999269247055054,0.00031801173463463783,normal,0.0,0.0,0.9494752287864685,0.024861540645360947,0.025663157925009727,0.0,1,1,1,0
3214,1,1,0.9999908208847046,4.5225362555356696e-05,normal,0.0,0.0,0.023365356028079987,0.00690242275595665,0.9697322249412537,0.0,1,1,1,0
3215,1,1,0.9999996423721313,2.5066435682674637e-06,normal,0.0,0.0,0.0426153801381588,0.10217936336994171,0.855205237865448,0.0,1,1,1,0
3216,6,6,0.9999972581863403,1.5850228010094725e-05,normal,0.0,0.0,0.01376829482614994,0.005325212609022856,0.9809064865112305,0.0,1,1,1,0
3217,11,4,0.9461460113525391,0.07615232467651367,normal,0.0,0.0,0.7772807478904724,0.18539205193519592,0.03732716664671898,0.0,1,1,1,0
3218,5,5,0.9997186064720154,0.0009454300161451101,normal,0.0,0.0,0.9994778037071228,0.00011260958126513287,0.0004095465410500765,0.0,1,1,1,0
3219,1,1,0.9999996423721313,2.9023547085671453e-06,normal,0.0,0.0,0.5577812194824219,0.13794732093811035,0.3042714297771454,0.0,1,1,1,0
3220,7,9,0.8814490437507629,0.16054479777812958,normal,0.0,0.0,0.31367841362953186,0.5943830609321594,0.09193848073482513,0.0,1,1,1,0
3221,0,15,0.630633533000946,0.2677718997001648,normal,0.0,0.0,0.7867370247840881,0.18998630344867706,0.023276643827557564,0.0,1,1,1,0
3222,1,1,0.9999997615814209,1.6842463992361445e-06,normal,0.0,0.0,0.7652689814567566,0.2347310334444046,9.99999993922529e-09,0.0,1,1,1,0
3223,2,2,0.676971971988678,0.24675661325454712,normal,0.0,0.0,0.2652692496776581,0.610802173614502,0.12392853200435638,0.0,1,1,1,0
3224,1,1,0.9999561309814453,0.00018949274090118706,normal,0.0,0.0,0.4157205820083618,0.5633462071418762,0.020933236926794052,0.0,1,1,1,0
3225,6,6,0.9999961853027344,2.1185765945119783e-05,normal,0.0,0.0,0.06911636888980865,0.002862757770344615,0.9280208945274353,0.0,1,1,1,0
3226,7,5,0.8969522714614868,0.15087375044822693,normal,0.0,0.0,0.09082230180501938,0.7182765603065491,0.19090114533901215,0.0,1,1,1,0
3227,1,1,0.9999991655349731,4.660884314944269e-06,normal,0.0,0.0,0.17886494100093842,0.31137344241142273,0.5097616314888,0.0,1,1,1,0
3228,6,6,0.9977753758430481,0.006232005078345537,normal,0.0,0.0,0.16631685197353363,0.8255946636199951,0.008088520728051662,0.0,1,1,1,0
3229,4,4,0.9998633861541748,0.0005563049344345927,normal,0.0,0.0,0.1289602518081665,0.7969693541526794,0.07407046109437943,0.0,1,1,1,0
3230,1,1,0.9999985694885254,8.251931831182446e-06,normal,0.0,0.0,0.058307621628046036,0.2085556536912918,0.733136773109436,0.0,1,1,1,0
3231,1,1,0.9999980926513672,1.092683396564098e-05,normal,0.0,0.0,0.11732307076454163,0.019429292529821396,0.8632476925849915,0.0,1,1,1,0
3232,4,4,0.9998724460601807,0.0005282508209347725,normal,0.0,0.0,0.7547812461853027,0.20092418789863586,0.044294584542512894,0.0,1,1,1,0
3233,1,1,0.9999992847442627,4.840591373067582e-06,normal,0.0,0.0,0.10855045169591904,0.011877845972776413,0.8795716762542725,0.0,1,1,1,0
3234,1,1,0.9999998807907104,1.5031889688543743e-06,normal,0.0,0.0,0.7607211470603943,0.08783630281686783,0.15144261717796326,0.0,1,1,1,0
3235,1,1,0.9999985694885254,8.244576747529209e-06,normal,0.0,0.0,0.5942752957344055,0.07393665611743927,0.33178800344467163,0.0,1,1,1,0
3236,1,1,0.9999880790710449,6.037948696757667e-05,normal,0.0,0.0,0.19392597675323486,0.33107250928878784,0.4750014841556549,0.0,1,1,1,0
3237,0,0,0.9999909400939941,4.563306356430985e-05,normal,0.0,0.0,0.9020735621452332,0.08344242721796036,0.014484009705483913,0.0,1,1,1,0
3238,1,1,0.9999997615814209,2.154032699763775e-06,normal,0.0,0.0,0.3162628412246704,0.023081211373209953,0.6606559753417969,0.0,1,1,1,0
3239,1,1,0.9999991655349731,5.208875791140599e-06,normal,0.0,0.0,0.10488051921129227,0.03379998356103897,0.8613195419311523,0.0,1,1,1,0
3240,15,15,0.9513583779335022,0.07628748565912247,normal,0.0,0.0,0.9498541951179504,0.023431750014424324,0.026714002713561058,0.0,1,1,1,0
3241,1,1,0.9999995231628418,3.475782023087959e-06,normal,0.0,0.0,0.535486102104187,0.1600065380334854,0.3045073449611664,0.0,1,1,1,0
3242,1,1,0.9999998807907104,1.5596968978570658e-06,normal,0.0,0.0,0.8712834715843201,0.10745231062173843,0.021264253184199333,0.0,1,1,1,0
3243,1,1,0.9999924898147583,3.9482514694100246e-05,normal,0.0,0.0,0.2333754450082779,0.29907259345054626,0.46755197644233704,0.0,1,1,1,0
3244,1,1,0.9999995231628418,3.3612018341955263e-06,normal,0.0,0.0,0.2346360981464386,0.38142430782318115,0.38393959403038025,0.0,1,1,1,0
3245,0,0,0.9999967813491821,1.7824291717261076e-05,normal,0.0,0.0,0.08629906922578812,0.3532363474369049,0.56046462059021,0.0,1,1,1,0
3246,1,1,0.9999942779541016,3.022243981831707e-05,normal,0.0,0.0,0.3087368905544281,0.45587995648384094,0.23538324236869812,0.0,1,1,1,0
3247,1,1,0.9997702240943909,0.0008202376775443554,normal,0.0,0.0,0.43488237261772156,0.3530203700065613,0.21209727227687836,0.0,1,1,1,0
3248,1,1,0.9999983310699463,9.50172670854954e-06,normal,0.0,0.0,0.9574314951896667,0.03365715593099594,0.008911400102078915,0.0,1,1,1,0
3249,1,1,0.9999996423721313,1.8767758547255653e-06,normal,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0,1,1,1,0
3250,2,2,0.7035513520240784,0.3693227171897888,normal,0.0,0.0,0.3241569399833679,0.5113279819488525,0.16451504826545715,0.0,1,1,1,0
3251,1,1,0.9999995231628418,2.9147754503355827e-06,normal,0.0,0.0,0.15516556799411774,0.3981800079345703,0.44665440917015076,0.0,1,1,1,0
3252,1,1,0.999998927116394,6.041536835255101e-06,normal,0.0,0.0,0.4921269714832306,0.2573108971118927,0.2505621314048767,0.0,1,1,1,0
3253,1,1,0.9999996423721313,2.0577431314450223e-06,normal,0.0,0.0,1.0,9.99999993922529e-09,9.99999993922529e-09,0.0,1,1,1,0
3254,1,1,0.9999995231628418,2.6896752842731075e-06,normal,0.0,0.0,0.4452472925186157,0.5547527074813843,9.99999993922529e-09,0.0,1,1,1,0
3255,1,1,0.9999996423721313,2.0892150587314973e-06,normal,0.0,0.0,0.8470881581306458,9.99999993922529e-09,0.15291184186935425,0.0,1,1,1,0
3256,2,2,0.9383237957954407,0.08372800052165985,normal,0.0,0.0,0.04595191776752472,0.015621268190443516,0.9384268522262573,0.0,1,1,1,0
3257,1,1,0.9999995231628418,3.3604965210543014e-06,normal,0.0,0.0,0.5060358047485352,0.04479709267616272,0.44916704297065735,0.0,1,1,1,0
3258,4,4,0.9999970197677612,1.641046765143983e-05,normal,0.0,0.0,0.06757103651762009,0.104073666036129,0.8283552527427673,0.0,1,1,1,0
3259,1,1,0.9999996423721313,1.7988932086154819e-06,normal,0.0,0.0,0.1325990855693817,0.05307810753583908,0.814322829246521,0.0,1,1,1,0
3260,1,1,0.9999991655349731,4.627659563993802e-06,normal,0.0,0.0,0.9950631260871887,0.004936891607940197,9.99999993922529e-09,0.0,1,1,1,0
3261,1,1,0.9999991655349731,5.208918082644232e-06,normal,0.0,0.0,0.3119126260280609,0.17503070831298828,0.513056755065918,0.0,1,1,1,0
3262,1,1,0.9991973042488098,0.0025996859185397625,normal,0.0,0.0,0.09003009647130966,0.04194638133049011,0.8680235147476196,0.0,1,1,1,0
3263,1,1,0.9999992847442627,3.988644493801985e-06,normal,0.0,0.0,9.99999993922529e-09,0.05981336534023285,0.940186619758606,0.0,1,1,1,0
3264,4,4,0.9999985694885254,8.7279631770798e-06,normal,0.0,0.0,0.6933709979057312,0.23222357034683228,0.07440538704395294,0.0,1,1,1,0
3265,6,6,0.9995711445808411,0.0013923804508522153,normal,0.0,0.0,0.08427946269512177,0.6760533452033997,0.23966719210147858,0.0,1,1,1,0
3266,2,2,0.9992274045944214,0.0026254302356392145,normal,0.0,0.0,0.31348177790641785,0.35977497696876526,0.3267432153224945,0.0,1,1,1,0
3267,1,1,0.9999991655349731,5.090510512673063e-06,normal,0.0,0.0,0.644385039806366,0.13917897641658783,0.21643593907356262,0.0,1,1,1,0
3268,1,1,0.9999971389770508,1.6066787793533877e-05,normal,0.0,0.0,0.8698615431785583,0.07725147157907486,0.052886962890625,0.0,1,1,1,0
3269,1,1,0.9999992847442627,4.475075002119411e-06,normal,0.0,0.0,0.9601181149482727,0.02863985113799572,0.0112420953810215,0.0,1,1,1,0
3270,1,1,0.9999980926513672,1.1070625987485982e-05,normal,0.0,0.0,0.6689441204071045,0.07469458132982254,0.2563613951206207,0.0,1,1,1,0
3271,1,1,0.9999990463256836,5.887294719286729e-06,normal,0.0,0.0,0.3740347921848297,0.31401434540748596,0.3119509220123291,0.0,1,1,1,0
3272,1,1,0.9999980926513672,1.1051384717575274e-05,normal,0.0,0.0,0.09904853999614716,0.8221942782402039,0.07875717431306839,0.0,1,1,1,0
3273,1,1,0.9999997615814209,1.8776732986225397e-06,normal,0.0,0.0,0.9712224006652832,9.99999993922529e-09,0.028777586296200752,0.0,1,1,1,0
3274,1,1,0.9999997615814209,1.661156716181722e-06,normal,0.0,0.0,0.6815196871757507,0.046085502952337265,0.2723948061466217,0.0,1,1,1,0
3275,1,1,0.9999995231628418,3.133304289804073e-06,normal,0.0,0.0,0.9294530749320984,0.03478553891181946,0.03576141223311424,0.0,1,1,1,0
3276,6,6,0.6705509424209595,0.3530005216598511,normal,0.0,0.0,0.9076082706451416,0.07978162169456482,0.012610022909939289,0.0,1,1,1,0
3277,1,1,0.9999996423721313,2.621668954816414e-06,normal,0.0,0.0,0.36329442262649536,0.29094958305358887,0.34575599431991577,0.0,1,1,1,0
3278,2,2,0.9323315024375916,0.0905425101518631,normal,0.0,0.0,0.0031569821294397116,0.0022823468316346407,0.9945606589317322,0.0,1,1,1,0
3279,1,1,0.9999908208847046,4.841437112190761e-05,normal,0.0,0.0,0.28125280141830444,0.5990761518478394,0.11967110633850098,0.0,1,1,1,0
3280,1,1,0.9999997615814209,2.0397274056449533e-06,normal,0.0,0.0,0.5852953195571899,0.39039143919944763,0.024313289672136307,0.0,1,1,1,0
3281,1,1,0.9999980926513672,1.0613066478981636e-05,normal,0.0,0.0,0.17938736081123352,0.21580971777439117,0.6048029065132141,0.0,1,1,1,0
