t,sample_id,label,u,c_comm,proxy_acc,cost,G,Y_bw,Q_net,active_views,active_token_ratio_sum,network_state,bandwidth_mbps,effective_bandwidth_mbps,B_t,is_disconnected,comm_delay_ms,e2e_delay_ms,deadline_met,transmission_success,business_available,real_pred,real_conf,real_correct,traj_pred,traj_correct,w_1,w_2,w_3,w_4,v_1,v_2,v_3,v_4,k_1,k_2,k_3,k_4
536,536,7,0,0.0,0.9733178615570068,0.3618217127141999,15.627753298773804,3.2,2.3350662512990925,3,0.43401649861673763,WEAK,7.649241898009638,6.953767856292659,0.1738441964073165,0,0.0,80.0,1,1,1,7,0.9733178615570068,1,7,1,0.21971404552459717,0.019092578440904617,0.20428170263767242,0.5569116473197937,1,0,1,1,0.1,0.0,0.1,0.2340164986167376
537,537,7,0,0.0,0.8939597606658936,0.27913291700307696,13.980060901075657,0.20000000000000018,0.46880003843242846,3,0.38121014823231625,GOOD,75.1057361441559,74.65064851466656,1.866266212866664,0,0.0,80.0,1,1,1,8,0.8939597606658936,0,7,1,0.0798141360282898,0.22525843977928162,0.4118201434612274,0.28310728073120117,0,1,1,1,0.0,0.1,0.18121014823231626,0.1
538,538,7,1,6.2,0.9989776611328125,0.44333690567749784,18.011746297359434,0.0,0.0,3,0.4804252992699514,GOOD,58.87978100964421,57.98109244730614,1.4495273111826537,0,0.0,80.0,1,1,1,7,0.9989776611328125,1,7,1,0.015754157677292824,0.2811761498451233,0.0009560345206409693,0.7021136283874512,1,1,0,1,0.1,0.1,0.0,0.2804252992699514
539,539,7,0,0.0,0.9997047781944275,0.255662880622896,12.18764265701906,3.2,0.966068055356331,3,0.3648318668050985,WEAK,10.962773350199978,9.357277785746756,0.23393194464366893,0,0.0,80.0,1,1,1,7,0.9997047781944275,1,7,1,0.190841406583786,0.22328688204288483,0.3711719512939453,0.21469973027706146,0,1,1,1,0.0,0.1,0.16483186680509845,0.1
540,540,7,0,0.0,0.9998350143432617,0.478765872663294,18.677253988780596,0.20000000000000018,0.5375336542676776,3,0.4992528114840478,WEAK,19.978933472005856,17.14137604354613,0.4285344010886533,0,0.0,80.0,1,1,1,7,0.9998350143432617,1,7,1,0.01803741045296192,0.013575226068496704,0.2026485651731491,0.7657387852668762,1,0,1,1,0.1,0.0,0.1,0.2992528114840478
541,541,7,1,6.2,0.9999816417694092,0.5454049416165871,20.45340861322216,0.0,0.1560800710522226,3,0.5328665523445364,WEAK,18.354948438001557,15.2581433286182,0.381453583215455,0,0.0,80.0,1,1,1,7,0.9999816417694092,1,7,1,0.031074505299329758,0.8861038684844971,0.013335412368178368,0.06948629766702652,1,1,0,1,0.1,0.33286655234453644,0.0,0.1
542,542,7,0,0.0,0.9968677163124084,0.5090032501658963,19.149994441067122,3.2,1.2740918587103767,3,0.5147770825248364,WEAK,3.4607720076301876,3.2795284936738387,0.08198821234184597,0,0.0,80.0,1,1,1,7,0.9968677163124084,1,7,1,0.07375364005565643,0.8202497363090515,0.03593265265226364,0.07006391882896423,1,1,0,1,0.1,0.3147770825248365,0.0,0.1
543,543,7,0,0.0,0.768723726272583,0.5064193942599499,19.275258944529458,0.20000000000000018,1.031919761072982,3,0.5134688373285299,WEAK,10.897661603623119,9.686883905495781,0.24217209763739456,0,0.0,80.0,1,1,0,7,0.768723726272583,1,7,1,0.02199668623507023,0.03761524707078934,0.8155845999717712,0.12480344623327255,0,1,1,1,0.0,0.1,0.3134688373285299,0.1
544,544,7,1,6.2,0.9942373037338257,0.3436767885412619,14.993190019937593,0.0,0.7858261932071382,3,0.4229938247681565,WEAK,11.938928659479688,9.843742714633752,0.2460935678658438,0,0.0,80.0,1,1,1,7,0.9942373037338257,1,7,1,0.5248562693595886,0.31350257992744446,0.07412978261709213,0.08751142024993896,1,1,0,1,0.22299382476815646,0.1,0.0,0.1
545,545,7,0,0.0,0.9686959981918335,0.30334609265080853,14.13321559451331,3.2,0.5584736409901283,3,0.39740024369845484,GOOD,58.014213288443635,57.094102088680394,1.4273525522170099,0,0.0,80.0,1,1,1,7,0.9686959981918335,1,7,1,0.09117663651704788,0.4540269076824188,0.2373480647802353,0.2174484133720398,0,1,1,1,0.0,0.19740024369845485,0.1,0.1
546,546,7,0,0.0,0.9993529915809631,0.35137475138009155,15.37744102267428,0.20000000000000018,0.0,3,0.42770487671774826,GOOD,119.58593708966943,117.49817706013978,2.9374544265034945,0,0.0,80.0,1,1,1,7,0.9993529915809631,1,7,1,0.3941182792186737,0.47293832898139954,0.10883618891239166,0.024107186123728752,1,1,1,0,0.1398668506535508,0.18783802606419744,0.1,0.0
547,547,7,1,6.2,0.9996024966239929,0.30584402805175026,14.172171122050269,0.0,0.0,3,0.39903310621051846,GOOD,65.14783541039239,64.62448768993015,1.6156121922482538,0,0.0,80.0,1,1,1,7,0.9996024966239929,1,7,1,0.4455280303955078,0.15083660185337067,0.08418282121419907,0.31945258378982544,1,1,0,1,0.1906390473030464,0.1,0.0,0.10839405890747206
548,548,7,0,0.0,0.999725878238678,0.29503776758534306,13.470429365522405,3.2,0.0,3,0.3919202767455575,GOOD,88.50395185541726,86.8421921780103,2.1710548044502573,0,0.0,80.0,1,1,1,7,0.999725878238678,1,7,1,0.26221030950546265,0.13093715906143188,0.43951544165611267,0.16733713448047638,1,0,1,1,0.1,0.0,0.19192027674555748,0.1
549,549,7,0,0.0,0.9989755153656006,0.47919942517770237,18.103546466871965,0.20000000000000018,0.0,3,0.49947881269203986,GOOD,84.56014255051602,84.05903977073979,2.101475994268495,0,0.0,80.0,1,1,1,7,0.9989755153656006,1,7,1,0.7665190696716309,0.08145197480916977,0.056184932589530945,0.09584403783082962,1,1,0,1,0.2994788126920399,0.1,0.0,0.1
550,550,7,1,6.2,0.990980327129364,0.2501936185746132,12.639437422261555,0.0,0.0,3,0.36090844194130567,GOOD,55.61484238549245,55.55038996142323,1.3887597490355807,0,0.0,80.0,1,1,1,7,0.990980327129364,1,7,1,0.14757102727890015,0.33482158184051514,0.3042122423648834,0.2133951634168625,0,1,1,1,0.0,0.14149284086225916,0.11941560107904656,0.1
551,551,7,0,0.0,0.9996975660324097,0.266691566382233,13.819847787566477,3.2,1.0092082691962085,3,0.37261777443065436,WEAK,9.251832953137333,7.631669232151654,0.19079173080379136,0,0.0,80.0,1,1,1,7,0.9996975660324097,1,7,1,0.069731704890728,0.2537402808666229,0.33393704891204834,0.34259092807769775,0,1,1,1,0.0,0.1,0.13328611709304808,0.13933165733760625
552,552,7,0,0.0,0.9982333183288574,0.33469677656456764,14.107508781733443,0.20000000000000018,0.8832509965172526,3,0.41743099333478306,WEAK,5.454580905399537,5.03829090715824,0.125957272678956,0,0.0,80.0,1,1,1,7,0.9982333183288574,1,7,1,0.1491125524044037,0.21460194885730743,0.5090332627296448,0.12725229561328888,1,1,1,0,0.1,0.1,0.21743099333478308,0.0
553,553,7,1,6.2,0.9999691247940063,0.2674984910107416,13.088968997489294,0.0,0.7457549957252981,3,0.37318106064583567,WEAK,6.764810791151673,5.499840031678179,0.13749600079195448,0,0.0,80.0,1,1,1,7,0.9999691247940063,1,7,1,0.13463100790977478,0.23420178890228271,0.3916357457637787,0.239531472325325,0,1,1,1,0.0,0.1,0.1731810606458357,0.1
554,554,7,0,0.0,0.9999786615371704,0.4374282635309682,17.286497058876027,3.2,0.0,3,0.47721308879506885,GOOD,94.21668915635756,92.68194851627796,2.317048712906949,0,0.0,80.0,1,1,1,7,0.9999786615371704,1,7,1,0.17685379087924957,0.04344359040260315,0.6915303468704224,0.08817226439714432,1,0,1,1,0.1,0.0,0.2772130887950689,0.1
555,555,7,0,0.0,0.942246675491333,0.3888827179550829,15.915126428209877,0.20000000000000018,0.0,3,0.449954135958779,GOOD,62.096589076525284,60.8987224179426,1.5224680604485652,0,0.0,80.0,1,1,1,7,0.942246675491333,1,7,1,0.01688220724463463,0.4580538272857666,0.03249802812933922,0.49256598949432373,0,1,1,1,0.0,0.1649940516291912,0.1,0.18496008432958774
556,556,7,1,6.2,0.9963369369506836,0.5391268538709924,20.393127340105575,0.0,0.0,3,0.5297907956022341,GOOD,74.39656399200382,73.75301051179991,1.843825262794998,0,0.0,80.0,1,1,1,7,0.9963369369506836,1,7,1,0.012479173019528389,0.0050716400146484375,0.10771988332271576,0.8747292757034302,1,0,1,1,0.1,0.0,0.1,0.329790795602234
557,557,7,0,0.0,0.9969845414161682,0.37897985795429934,15.39193200670776,3.2,0.0,3,0.4441881730142776,GOOD,102.06328691496724,100.48773729550472,2.512193432387618,0,0.0,80.0,1,1,1,7,0.9969845414161682,1,7,1,0.10077742487192154,0.2204645872116089,0.09143758565187454,0.5873203873634338,1,1,0,1,0.1,0.1,0.0,0.24418817301427762
558,558,7,0,0.0,0.9737849235534668,0.2981462335502511,14.337311221934534,0.20000000000000018,0.0,3,0.39397946864657957,GOOD,106.8100632864587,106.35489234190038,2.65887230854751,0,0.0,80.0,1,1,1,7,0.9737849235534668,1,7,1,0.1906592696905136,0.32321518659591675,0.06169715151190758,0.42442843317985535,1,1,0,1,0.1,0.11355317147097516,0.0,0.1804262971756044
559,559,7,1,6.2,0.9997856020927429,0.47994758398364296,18.45012441698436,0.0,0.0,3,0.49986857080614777,GOOD,85.69338896445927,83.98967110014557,2.0997417775036396,0,0.0,80.0,1,1,1,7,0.9997856020927429,1,7,1,0.03272750601172447,0.12782545387744904,0.7678656578063965,0.07158142328262329,0,1,1,1,0.0,0.1,0.2998685708061478,0.1
560,560,7,0,0.0,0.9668429493904114,0.4280861602893919,17.247503865053222,3.2,0.0,3,0.4720896947270157,GOOD,56.639845896676846,56.052020988996894,1.4013005247249224,0,0.0,80.0,1,1,1,7,0.9668429493904114,1,7,1,0.6748143434524536,0.030929910019040108,0.046634744852781296,0.24762099981307983,1,0,1,1,0.2720896947270157,0.0,0.1,0.1
561,561,7,0,0.0,0.9989929795265198,0.2694138837679627,14.084355839447271,0.20000000000000018,0.0,3,0.3745147379282,GOOD,47.12336040600426,46.750864705323806,1.1687716176330951,0,0.0,80.0,1,1,1,7,0.9989929795265198,1,7,1,0.26420482993125916,0.32614409923553467,0.05309382081031799,0.3565572500228882,1,1,0,1,0.1,0.12668796823630887,0.0,0.1478267696918911
562,562,7,1,6.2,0.9998868703842163,0.3699613649849899,15.30270918927272,0.0,0.0,3,0.43887123124443883,GOOD,69.72345667250892,69.46013011288441,1.7365032528221105,0,0.0,80.0,1,1,1,7,0.9998868703842163,1,7,1,0.17724743485450745,0.16585727035999298,0.571325957775116,0.08556929975748062,1,1,1,0,0.1,0.1,0.23887123124443885,0.0
563,563,7,0,0.0,0.9996533393859863,0.4455796875137395,17.23883968560112,3.2,0.0,3,0.4816389697753253,GOOD,72.80390295319954,72.10583426943404,1.8026458567358512,0,0.0,80.0,1,1,1,7,0.9996533393859863,1,7,1,0.07390513271093369,0.7061329483985901,0.15955621004104614,0.06040570139884949,1,1,1,0,0.1,0.2816389697753253,0.1,0.0
564,564,7,0,0.0,0.9999364614486694,0.40872044018020365,16.30292006444597,0.20000000000000018,0.0,3,0.4612879449871234,GOOD,91.38019348543949,90.11841220171245,2.2529603050428113,0,0.0,80.0,1,1,1,7,0.9999364614486694,1,7,1,0.09898588061332703,0.19172558188438416,0.06905607134103775,0.640232503414154,1,1,0,1,0.1,0.1,0.0,0.2612879449871234
565,565,7,1,6.2,0.9999773502349854,0.4033780661133537,15.576311274674332,0.0,0.0,3,0.4582632874056083,WEAK,9.413181925417527,8.372995572416311,0.2093248893104078,0,0.0,80.0,1,1,1,7,0.9999773502349854,1,7,1,0.135430708527565,0.630709707736969,0.11343373358249664,0.12042585015296936,1,1,0,1,0.1,0.25826328740560833,0.0,0.1
566,566,7,0,0.0,0.6241195797920227,0.5515573127404493,20.532173458300065,3.2,1.2,3,0.5358635908269891,DOWN,0.0,0.0,0.0,1,0.0,80.0,1,1,0,7,0.6241195797920227,1,7,1,0.02784731797873974,0.06421627104282379,0.8972572684288025,0.0106791527941823,1,1,1,0,0.1,0.1,0.33586359082698913,0.0
567,567,7,0,0.0,0.9599764347076416,0.36233164274355817,15.230691022319105,0.20000000000000018,0.0,3,0.43432222947102456,GOOD,98.38521970422933,96.90044282449931,2.422511070612483,0,0.0,80.0,1,1,1,7,0.9599764347076416,1,7,1,0.05143069848418236,0.3849935531616211,0.057056691497564316,0.5065189599990845,0,1,1,1,0.0,0.1307433834304545,0.1,0.20357884604057006
568,568,7,1,6.2,0.9999750852584839,0.5076314531076167,19.561189311232795,0.0,0.0,3,0.5140829355593186,GOOD,77.45851245548673,77.14780704182745,1.9286951760456863,0,0.0,80.0,1,1,1,7,0.9999750852584839,1,7,1,0.03742486983537674,0.14106641709804535,0.0037358994595706463,0.8177728056907654,1,1,0,1,0.1,0.1,0.0,0.31408293555931854
569,569,7,0,0.0,0.9849520325660706,0.340918349794466,14.668543739793252,3.2,0.0,3,0.4212928759365664,GOOD,77.1062488370301,76.65991205607118,1.9164978014017795,0,0.0,80.0,1,1,1,7,0.9849520325660706,1,7,1,0.20542079210281372,0.5199928283691406,0.0941544696688652,0.18043187260627747,1,1,0,1,0.1,0.2212928759365664,0.0,0.1
570,570,7,0,0.0,0.9404729008674622,0.5944264510781126,22.022013542713772,0.20000000000000018,0.0,3,0.556298629216199,GOOD,112.60839131123859,110.80052979056046,2.770013244764012,0,0.0,80.0,1,1,1,7,0.9404729008674622,1,7,1,0.002763322787359357,0.9751452207565308,0.0030964198522269726,0.018995048478245735,0,1,1,1,0.0,0.35629862921619904,0.1,0.1
571,571,7,1,6.2,0.9997683167457581,0.45131699793156477,18.070006852908662,0.0,0.0,3,0.4847298579188627,GOOD,61.93075149508867,61.61524113209109,1.5403810283022774,0,0.0,80.0,1,1,1,7,0.9997683167457581,1,7,1,0.017076855525374413,0.7164201736450195,0.01014098059386015,0.25636205077171326,1,1,0,1,0.1,0.28472985791886274,0.0,0.1
572,572,7,0,0.0,0.9999361038208008,0.32493876276244743,13.880333050941317,3.2,0.0,3,0.41130092643190064,GOOD,115.5038694482969,114.57510792049071,2.8643776980122677,0,0.0,80.0,1,1,1,7,0.9999361038208008,1,7,1,0.20397187769412994,0.1323031634092331,0.17185281217098236,0.4918721616268158,1,0,1,1,0.1,0.0,0.1,0.21130092643190065
573,573,7,0,0.0,0.9946947693824768,0.28326897326944317,13.691233038730557,0.20000000000000018,0.0,3,0.3840240563813051,GOOD,107.73368404065948,106.87354842851849,2.6718387107129624,0,0.0,80.0,1,1,1,7,0.9946947693824768,1,7,1,0.10424122959375381,0.41901126503944397,0.27028143405914307,0.20646612346172333,0,1,1,1,0.0,0.18402405638130512,0.1,0.1
574,574,7,1,6.2,0.9999642372131348,0.36108886425878084,14.718487276757394,0.0,0.0,3,0.4335767384670486,GOOD,52.955325619970495,52.278291421445736,1.3069572855361435,0,0.0,80.0,1,1,1,7,0.9999642372131348,1,7,1,0.15219692885875702,0.17625054717063904,0.11593764275312424,0.5556148886680603,1,1,0,1,0.1,0.1,0.0,0.2335767384670486
575,575,7,0,0.0,0.6903505325317383,0.26356131368089375,12.88161382754465,3.2,0.0,3,0.3704245468356875,GOOD,56.87475107909704,55.83121816348557,1.3957804540871395,0,0.0,80.0,1,1,0,2,0.6903505325317383,0,7,1,0.13546638190746307,0.3275061547756195,0.3419187664985657,0.19510877132415771,0,1,1,1,0.0,0.13014819070817968,0.14027635612750783,0.1
576,576,7,0,0.0,0.9905536770820618,0.27888642487227383,13.181102922887007,0.20000000000000018,0.0,3,0.3810417946460921,GOOD,107.87046032488648,107.37930207082003,2.684482551770501,0,0.0,80.0,1,1,1,7,0.9905536770820618,1,7,1,0.12785591185092926,0.38757744431495667,0.31657642126083374,0.16799023747444153,0,1,1,1,0.0,0.16477302545965408,0.11626876918643805,0.1
577,577,7,1,6.2,0.9998286962509155,0.32738339068928846,14.294607394821996,0.0,0.0,3,0.412845207672779,GOOD,109.3938831586067,108.72482966875666,2.7181207417189164,0,0.0,80.0,1,1,1,7,0.9998286962509155,1,7,1,0.20749567449092865,0.19099825620651245,0.4961681663990021,0.10533790290355682,1,1,1,0,0.1,0.1,0.212845207672779,0.0
578,578,7,0,0.0,0.9977669715881348,0.25104481617271096,13.54712643959763,3.2,0.0,3,0.36152185397576975,GOOD,100.7973506960584,100.5387182846567,2.5134679571164176,0,0.0,80.0,1,1,1,7,0.9977669715881348,1,7,1,0.2786400616168976,0.3254392445087433,0.08126369118690491,0.3146570324897766,1,1,0,1,0.1006304555565117,0.13432748149305102,0.0,0.126563916926207
579,579,7,0,0.0,0.9976773858070374,0.31227904979758314,14.468956617324027,0.20000000000000018,0.0,3,0.4032091241161384,GOOD,115.08091671688527,113.40447554145074,2.8351118885362685,0,0.0,80.0,1,1,1,7,0.9976773858070374,1,7,1,0.3993411362171173,0.16780072450637817,0.05274438485503197,0.38011378049850464,1,1,0,1,0.15781106651569807,0.1,0.0,0.1453980576004403
580,580,7,1,6.2,0.9997522234916687,0.366197372986422,15.610415680192741,0.0,0.0,3,0.43663298273617557,GOOD,110.13425110013623,108.97242807863435,2.724310701965859,0,0.0,80.0,1,1,1,7,0.9997522234916687,1,7,1,0.031481362879276276,0.0683869868516922,0.38020309805870056,0.5199285745620728,0,1,1,1,0.0,0.1,0.12666630756668534,0.20996667516949022
581,581,7,0,0.0,0.9998395442962646,0.5489721283423682,20.571670752033686,3.2,0.0,3,0.5346063023888881,GOOD,105.64047550868833,104.05723565601474,2.6014308914003688,0,0.0,80.0,1,1,1,7,0.9998395442962646,1,7,1,0.05083784833550453,0.04462069645524025,0.011971620842814445,0.892569899559021,1,1,0,1,0.1,0.1,0.0,0.3346063023888881
582,582,7,0,0.0,0.9999182224273682,0.3780204284833789,15.924366653557238,0.20000000000000018,0.0,3,0.44362556093977146,GOOD,49.427512072466484,49.191902461718946,1.2297975615429737,0,0.0,80.0,1,1,1,7,0.9999182224273682,1,7,1,0.1942334920167923,0.16845133900642395,0.0516974963247776,0.5856176614761353,1,1,0,1,0.1,0.1,0.0,0.24362556093977147
583,583,7,1,6.2,0.9999275207519531,0.5208554716224075,19.55807125497743,0.0,0.0,3,0.5207359270071272,GOOD,80.42215378344767,79.48500351421507,1.9871250878553768,0,0.0,80.0,1,1,1,7,0.9999275207519531,1,7,1,0.07203635573387146,0.8416650295257568,0.05697678402066231,0.0293218195438385,1,1,1,0,0.1,0.3207359270071273,0.1,0.0
584,584,7,0,0.0,0.9842724800109863,0.35744001573842243,15.315495519668955,3.2,0.0,3,0.4313805022518331,GOOD,102.95131051600222,101.07110300998528,2.526777575249632,0,0.0,80.0,1,1,1,7,0.9842724800109863,1,7,1,0.13283665478229523,0.549160897731781,0.24988168478012085,0.0681208148598671,1,1,1,0,0.1,0.23138050225183313,0.1,0.0
585,585,7,0,0.0,0.9995160102844238,0.39418965401465994,16.353364869511612,0.20000000000000018,0.0,3,0.4530139097918977,GOOD,98.92185741615104,97.58053271755854,2.439513317938964,0,0.0,80.0,1,1,1,7,0.9995160102844238,1,7,1,0.04371880739927292,0.6143494844436646,0.2329169511795044,0.10901474952697754,0,1,1,1,0.0,0.25301390979189775,0.1,0.1
586,586,7,1,6.2,0.9998511075973511,0.49203505478699866,18.969100658337172,0.0,0.0,3,0.5061240201110193,GOOD,55.08241870993282,54.206352385154844,1.3551588096288711,0,0.0,80.0,1,1,1,7,0.9998511075973511,1,7,1,0.1045941412448883,0.7896375060081482,0.08847060799598694,0.01729775220155716,1,1,1,0,0.1,0.30612402011101936,0.1,0.0
587,587,7,0,0.0,0.9918715953826904,0.33069559903782264,14.626686157259382,3.2,0.8955206847539319,3,0.4149283739603745,WEAK,14.993053980205042,12.179172609842723,0.3044793152460681,0,0.0,80.0,1,1,1,7,0.9918715953826904,1,7,1,0.12362141162157059,0.4193815588951111,0.40140852332115173,0.05558844283223152,1,1,1,0,0.1,0.16310194149486254,0.15182643246551195,0.0
588,588,7,0,0.0,0.9996448755264282,0.25090975792617876,12.902460546406262,0.20000000000000018,0.8955206847539319,3,0.3614245942968607,DOWN,0.0,0.0,0.0,1,0.0,80.0,1,1,1,7,0.9996448755264282,1,7,1,0.3629746437072754,0.2664032280445099,0.1360088288784027,0.234613299369812,1,1,0,1,0.16142459429686065,0.1,0.0,0.1
589,589,7,1,6.2,0.8823797702789307,0.24988380320697134,12.355107665310136,0.0,0.5991516763174933,3,0.36068491582001205,WEAK,13.488023952674064,11.854760337457542,0.29636900843643854,0,0.0,80.0,1,1,1,7,0.8823797702789307,1,7,1,0.17489223182201385,0.36120688915252686,0.2600306570529938,0.2038702368736267,0,1,1,1,0.0,0.16068491582001207,0.1,0.1
590,590,8,0,0.0,0.9999980926513672,0.3155648751205322,15.574029780584215,3.2,1.7991516763174933,3,0.405324872606485,DOWN,0.0,0.0,0.0,1,0.0,80.0,1,1,1,8,0.9999980926513672,1,8,1,9.99999993922529e-09,0.3008451759815216,0.22373467683792114,0.47542014718055725,0,1,1,1,0.0,0.1,0.1,0.20532487260648494
591,591,8,0,0.0,0.9986152648925781,0.3077718711435337,14.562986893299993,0.20000000000000018,0.006354642151620293,3,0.4002887540278559,GOOD,72.98999314377797,71.71188136663491,1.792797034165873,0,0.0,80.0,1,1,1,8,0.9986152648925781,1,8,1,0.3402136266231537,0.0497119203209877,0.4291050434112549,0.1809694468975067,1,0,1,1,0.12124128530376513,0.0,0.17904746872409075,0.1
592,592,8,1,6.2,0.9980877041816711,0.3616397559710523,15.225765777555104,0.0,0.0,3,0.4339073534813288,GOOD,103.02342805110982,102.23471537851246,2.5558678844628115,0,0.0,80.0,1,1,1,8,0.9980877041816711,1,8,1,0.19822250306606293,0.16512250900268555,0.556589663028717,0.0800652951002121,1,1,1,0,0.1,0.1,0.23390735348132882,0.0
593,593,8,0,0.0,0.9987446069717407,0.40326104923468736,16.864964220912377,3.2,0.7950211206377175,3,0.4581968132544512,WEAK,17.903537055626735,16.1991551744913,0.4049788793622825,0,0.0,80.0,1,1,1,8,0.9987446069717407,1,8,1,0.1729356348514557,0.020030777901411057,0.17653241753578186,0.6305012106895447,1,0,1,1,0.1,0.0,0.1,0.2581968132544512
594,594,8,0,0.0,0.9999972581863403,0.5287279206245324,20.06466044282588,0.20000000000000018,0.6218500365704268,3,0.5246564893451926,WEAK,8.063417788998837,6.926843362691624,0.17317108406729062,0,0.0,80.0,1,1,1,8,0.9999972581863403,1,8,1,0.008125916123390198,0.019857482984662056,0.8559038043022156,0.11611282080411911,0,1,1,1,0.0,0.1,0.32465648934519264,0.1
595,595,8,1,6.2,0.9504839181900024,0.4875792537805621,18.717820727064147,0.0,0.22125057110362334,3,0.5038271138103378,WEAK,16.93271736354269,16.02397861867214,0.4005994654668035,0,0.0,80.0,1,1,1,8,0.9504839181900024,1,8,1,0.042119480669498444,0.14902091026306152,0.027251342311501503,0.7816082835197449,1,1,0,1,0.1,0.1,0.0,0.3038271138103378
596,596,8,0,0.0,0.9997997879981995,0.3969621274063262,16.42581340173215,3.2,1.1007119318171195,3,0.45460422084320556,WEAK,14.814520590594418,12.821545571460153,0.32053863928650383,0,0.0,80.0,1,1,1,8,0.9997997879981995,1,8,1,0.16887308657169342,0.16945943236351013,0.6192834973335266,0.04238404706120491,1,1,1,0,0.1,0.1,0.25460422084320555,0.0
597,597,8,0,0.0,0.9999724626541138,0.3866597649850303,15.525707701723888,0.20000000000000018,1.0335196544606817,3,0.44866626647422836,WEAK,2.993779220743648,2.6876910942575094,0.06719227735643774,0,0.0,80.0,1,1,1,8,0.9999724626541138,1,8,1,0.09259241074323654,0.10001819580793381,0.6009598970413208,0.20642946660518646,0,1,1,1,0.0,0.1,0.24866626647422832,0.1
598,598,8,1,6.2,0.9253963828086853,0.5340330021143986,20.168189360817873,0.0,0.9766129135939795,3,0.5272820348647657,WEAK,2.5560710666485793,2.276269634668088,0.0569067408667022,0,0.0,80.0,1,1,1,3,0.9253963828086853,0,8,1,0.02599329501390457,0.8655053377151489,0.09734483063220978,0.01115654781460762,1,1,1,0,0.1,0.3272820348647657,0.1,0.0
599,599,8,0,0.0,0.9999212026596069,0.33938867063745587,15.574192403075848,3.2,2.1766129135939796,3,0.420346656039976,DOWN,0.0,0.0,0.0,1,0.0,80.0,1,1,1,8,0.9999212026596069,1,8,1,0.5172969698905945,0.2451144903898239,0.21060729026794434,0.026981255039572716,1,1,1,0,0.22034665603997602,0.1,0.1,0.0
600,600,8,0,0.0,0.9999978542327881,0.3515662851715661,14.847068620690981,0.20000000000000018,0.0,3,0.4278214314442682,GOOD,99.97646008357094,99.46135613479599,2.4865339033699,0,0.0,80.0,1,1,1,8,0.9999978542327881,1,8,1,0.2536703050136566,0.11310544610023499,0.09444357454776764,0.538780689239502,1,1,0,1,0.1,0.1,0.0,0.22782143144426822
601,601,8,1,6.2,0.999998927116394,0.5049558141143528,19.393010700645352,0.0,0.0,3,0.512726323750414,GOOD,99.68543831674921,97.91960015322067,2.447990003830517,0,0.0,80.0,1,1,1,8,0.999998927116394,1,8,1,0.04125548154115677,0.13499422371387482,0.8129426836967468,0.010807540267705917,1,1,1,0,0.1,0.1,0.312726323750414,0.0
602,602,8,0,0.0,0.9999973773956299,0.30101082103026877,15.086351667469023,3.2,0.0,3,0.39586762050530194,GOOD,82.5034203854884,81.21757167051784,2.030439291762946,0,0.0,80.0,1,1,1,8,0.9999973773956299,1,8,1,9.99999993922529e-09,0.36904194951057434,0.24590188264846802,0.38505619764328003,0,1,1,1,0.0,0.1426686155656482,0.1,0.15319900493965374
603,603,8,0,0.0,0.9999785423278809,0.5704957478799818,21.299332820126892,0.20000000000000018,0.0,3,0.5449857320005012,GOOD,58.45970442137735,58.42792323158113,1.4606980807895285,0,0.0,80.0,1,1,1,8,0.9999785423278809,1,8,1,0.019963078200817108,0.9316297769546509,0.04451833665370941,0.0038887762930244207,1,1,1,0,0.1,0.3449857320005012,0.1,0.0
604,604,8,1,6.2,0.9999935626983643,0.2903748240860539,14.406406220141402,0.0,0.0,3,0.3888108774461922,WEAK,14.78030384098322,12.632222377701051,0.3158055594425263,0,0.0,80.0,1,1,1,8,0.9999935626983643,1,8,1,0.2258070856332779,0.34012582898139954,0.04407770186662674,0.3899894058704376,1,1,0,1,0.1,0.12771364980522576,0.0,0.16109722764096643
605,605,8,0,0.0,0.9999971389770508,0.5810949153832234,21.598179697839445,3.2,0.9458920060124429,3,0.5500250436269593,WEAK,11.56903253651791,10.16431975950228,0.254107993987557,0,0.0,80.0,1,1,1,8,0.9999971389770508,1,8,1,0.004798701498657465,0.004760787356644869,0.9508922100067139,0.039548300206661224,1,0,1,1,0.1,0.0,0.3500250436269593,0.1
606,606,8,0,0.0,0.9996042847633362,0.3639372226869632,14.522686775325733,0.20000000000000018,0.6348280409610638,3,0.4352834596886386,WEAK,13.527905817865543,12.442558602055165,0.3110639650513791,0,0.0,80.0,1,1,1,8,0.9996042847633362,1,8,1,0.13333743810653687,0.560655951499939,0.1674657016992569,0.13854099810123444,0,1,1,1,0.0,0.23528345968863854,0.1,0.1
607,607,8,1,6.2,0.9930129647254944,0.3221428984386716,14.415344870935026,0.0,0.2620793679586689,3,0.40952762939406906,WEAK,16.611542681946773,14.909946920095797,0.37274867300239495,0,0.0,80.0,1,1,1,8,0.9930129647254944,1,8,1,0.214507058262825,0.09075674414634705,0.4869616627693176,0.20777450501918793,1,0,1,1,0.1,0.0,0.20952762939406908,0.1
608,608,8,0,0.0,0.9999980926513672,0.5262819987446514,19.860372934807017,3.2,1.3708388912920153,3,0.5234415389937981,WEAK,4.538491399100263,3.6496190666661423,0.09124047666665357,0,0.0,80.0,1,1,1,8,0.9999980926513672,1,8,1,0.018083300441503525,0.02191212587058544,0.8514786958694458,0.1085258200764656,0,1,1,1,0.0,0.1,0.32344153899379813,0.1
